AUTOR;DATA;NOME DO LOCAL;SOLO/ÁGUA;CARACTERÍSTICA LOCAL;STATUS AMBIENTAL;Latitude 1;Longitude 2;PONTO;TRATAMENTO;ESTADO DO SOLO;pH;TEMPERATURA;MATÉRIA ÔRGANICA;OD (mg/L);COND (µc/cm);OD (%);RÉPLICA;CÂMARA;CO2 flux (mg/m2/day)
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Queimado;;;;;;;3;TRANSPARENTE;8575.95
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;5279.13
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;11047.57
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;6953.14
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;1;TRANSPARENTE;12692.09
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;3861.65
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;3;TRANSPARENTE;5745.30
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;2462.27
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;4144.75
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;3613.13
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;5;SOLO EXPOSTO;Queimado;;;;;;;1;TRANSPARENTE;3265.45
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;5;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;5928.21
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;5;SOLO EXPOSTO;Queimado;;;;;;;3;TRANSPARENTE;5577.62
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;5;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;3648.83
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;5;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;4668.59
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;5;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;4586.32
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Queimado;;;;;;;1;Escura ;9948.27
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Queimado;;;;;;;2;Escura ;7650.61
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Queimado;;;;;;;3;Escura ;5895.53
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;6193.60
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;9654.80
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;7138.10
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Queimado;;;;;;;1;Escura ;5397.24
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Queimado;;;;;;;2;Escura ;8904.95
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Queimado;;;;;;;3;Escura ;3279.32
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;2498.38
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;3761.56
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;-16535.57
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Queimado;;;;;;;1;Escura ;2194.56
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Queimado;;;;;;;2;Escura ;1441.72
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Queimado;;;;;;;3;Escura ;4577.81
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;6075.82
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;5555.09
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;3930.73
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;4;SOLO EXPOSTO;Queimado;;;;;;;1;Escura ;5518.70
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;4;SOLO EXPOSTO;Queimado;;;;;;;2;Escura ;3851.50
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;4;SOLO EXPOSTO;Queimado;;;;;;;3;Escura ;3840.72
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;4;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;4722.74
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;4;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;3756.69
Janaina;21/08/2022;Área urbana próximo ao RES.Dom Máximo;SOLO;URBANO;Antrópico;-16.04730833;-57.67369167;4;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;5798.68
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;5;SOLO EXPOSTO;Queimado;;;;;;;1;Escura ;2807.93
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;5;SOLO EXPOSTO;Queimado;;;;;;;2;Escura ;7897.43
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;5;SOLO EXPOSTO;Queimado;;;;;;;3;Escura ;5696.38
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;5;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;7468.43
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;5;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;5226.70
Janaina;21/08/2022;Área urbana. Residencial Aeroporto;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;5;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;5547.31
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;1;TRANSPARENTE;-8398.40
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO EXPOSTO;Queimado;;;;;;;1;TRANSPARENTE;3472.02
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;2;TRANSPARENTE;-2803.72
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;3;TRANSPARENTE;-4244.71
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;1;TRANSPARENTE;-794.83
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;4236.12
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO EXPOSTO;Queimado;;;;;;;3;TRANSPARENTE;4363.15
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;2;TRANSPARENTE;-1982.94
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;3;TRANSPARENTE;-5789.30
Ernandes;09/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;1;TRANSPARENTE;-35426.33
Ernandes;11/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;2;TRANSPARENTE;-1598.49
Ernandes;11/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO EXPOSTO;Queimado;;;;;;;1;TRANSPARENTE;1864.17
Ernandes;11/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;1;TRANSPARENTE;-2678.17
Ernandes;11/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;3161.81
Ernandes;11/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;2;TRANSPARENTE;-2359.16
Ernandes;11/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO EXPOSTO;Queimado;;;;;;;3;TRANSPARENTE;1571.54
Ernandes;11/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;3;TRANSPARENTE;-1563.24
Ernandes;11/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO EXPOSTO;Queimado;;;;;;;1;TRANSPARENTE;7171.90
Ernandes;11/07/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;7091.36
Ernandes;02/08/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;1;TRANSPARENTE;-4650.93
Ernandes;02/08/2021;Baía mal assombrada;SOLO;BAÍA;Natural;-16.04595926;-57.72013692;1;SOLO VEGETADO;Natural ;;;;;;;2;TRANSPARENTE;-2765.72
Thiago Pereira ;01/11/2022;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.4;22.4;;8.76;390;104.3;1;TRANSPARENTE;46909.29
Thiago Pereira ;01/11/2022;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.24;22.41;;8.35;207;98;2;TRANSPARENTE;7612.04
Thiago Pereira ;01/11/2022;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.21;22.41;;7.99;390;93.9;3;TRANSPARENTE;77841.35
Thiago Pereira ;01/11/2022;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.4;22.4;;8.76;390;104.3;1;ESCURA;9968.53
Thiago Pereira ;01/11/2022;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.24;22.41;;8.35;207;98;2;ESCURA;12565.95
Thiago Pereira ;01/11/2022;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.21;22.41;;7.99;390;93.9;3;ESCURA;33857.67
Thiago Pereira ;01/11/2022;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.83;24.91;;6.21;472;75.6;1;ESCURA;291226.05
Thiago Pereira ;01/11/2022;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.72;24.84;;6.06;472;74;2;ESCURA;431633.79
Thiago Pereira ;01/11/2022;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.63;25.1;;5.87;476;70.1;3;ESCURA;422296.62
Thiago Pereira ;01/11/2022;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;7.81;25.54;;6.74;476;61.5;1;TRANSPARENTE;58502.84
Thiago Pereira ;01/11/2022;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;8.12;24.52;;6.59;477;79.8;2;TRANSPARENTE;109272.66
Thiago Pereira ;01/11/2022;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;8.8;24.54;;6.86;487;82.9;3;TRANSPARENTE;87258.82
Thiago Pereira ;01/11/2022;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;7.81;25.54;;6.74;476;61.5;1;ESCURA;41794.50
Thiago Pereira ;01/11/2022;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;8.12;24.52;;6.59;477;79.8;2;ESCURA;49946.45
Thiago Pereira ;01/11/2022;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;8.8;24.54;;6.86;487;82.9;3;ESCURA;51612.60
Thiago Pereira ;01/11/2022;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.58;22.43;;6.82;468;83.9;1;ESCURA;6417.79
Thiago Pereira ;01/11/2022;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.54;22.48;;5.98;248;69.1;2;ESCURA;10273.15
Thiago Pereira ;01/11/2022;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.55;22.5;;5.73;467;67.2;3;ESCURA;12523.19
Thiago Pereira ;01/11/2022;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.58;21.23;;10.82;481;131.8;1;ESCURA;81417.45
Thiago Pereira ;01/11/2022;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.6;21.21;;8.99;481;102.7;2;ESCURA;10455.35
Thiago Pereira ;01/11/2022;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.53;21.23;;8.55;481;92.9;3;ESCURA;15989.17
Thiago Pereira ;01/11/2022;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.83;24.91;;6.21;472;75.6;1;TRANSPARENTE;249137.74
Thiago Pereira ;01/11/2022;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.72;24.84;;6.06;472;74;2;TRANSPARENTE;363454.66
Thiago Pereira ;01/11/2022;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.63;25.1;;5.87;476;70.1;3;TRANSPARENTE;368717.68
Thiago Pereira ;01/11/2022;DANILO;ÁGUA;NASCENTE;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;7.81;25.54;;6.74;476;61.5;1;TRANSPARENTE;58502.84
Thiago Pereira ;01/11/2022;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;8.12;24.52;;6.59;477;79.8;2;TRANSPARENTE;109272.66
Thiago Pereira ;01/11/2022;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;8.8;24.54;;6.86;487;82.9;3;TRANSPARENTE;87258.82
Thiago Pereira ;01/11/2022;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.58;22.43;;6.82;468;83.9;1;TRANSPARENTE;9494.53
Thiago Pereira ;01/11/2022;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.54;22.48;;5.98;248;69.1;2;TRANSPARENTE;14921.30
Thiago Pereira ;01/11/2022;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.55;22.5;;5.73;467;67.2;3;TRANSPARENTE;13256.46
Thiago Pereira ;01/11/2022;RIBEIRÃO ;ÁGUA;PERCURSO;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.58;21.23;;10.82;481;131.8;1;TRANSPARENTE;5756.57
Thiago Pereira ;01/11/2022;RIBEIRÃO ;ÁGUA;PERCURSO;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.6;21.21;;8.99;481;102.7;2;TRANSPARENTE;11162.23
Thiago Pereira ;01/11/2022;RIBEIRÃO ;ÁGUA;NASCENTE;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.53;21.23;;8.55;481;92.9;3;TRANSPARENTE;25598.79
Thiago Pereira ;22/05/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.13;25.78;;11.17;391;141.8;1;TRANSPARENTE;29140.01
Thiago Pereira ;22/05/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.01;25.78;;11.14;390;141.2;2;TRANSPARENTE;43142.48
Thiago Pereira ;22/05/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;7.94;25.78;;11.37;390;141.9;3;TRANSPARENTE;16169.61
Thiago Pereira ;22/05/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.13;25.78;;11.17;391;141.8;1;ESCURA;73578.09
Thiago Pereira ;22/05/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.01;25.78;;11.14;390;141.2;2;ESCURA;41158.02
Thiago Pereira ;22/05/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;7.94;25.78;;11.37;390;141.9;3;ESCURA;-56619.81
Thiago Pereira ;22/05/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.37;26.69;;9.37;483;120.1;1;TRANSPARENTE;249891.13
Thiago Pereira ;22/05/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.28;26.67;;9.32;481;118.8;2;TRANSPARENTE;143835.89
Thiago Pereira ;22/05/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.23;26.86;;9.24;487;118;3;TRANSPARENTE;176462.82
Thiago Pereira ;22/05/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.37;26.69;;9.37;483;120.1;1;ESCURA;257132.33
Thiago Pereira ;22/05/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.28;26.67;;9.32;481;118.8;2;ESCURA;444852.85
Thiago Pereira ;22/05/2023;ÁGUAS CLARAS;ÁGUA;NASCENTE;Natural;-16.08067222;-57.56555;2;ÁGUA;Natural;7.23;26.86;;9.24;487;118;3;ESCURA;628753.20
Thiago Pereira ;22/05/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;8;27.03;;11.09;485;142.8;1;TRANSPARENTE;77943.92
Thiago Pereira ;22/05/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;7.94;27.03;;10.95;484;140.8;2;TRANSPARENTE;99570.25
Thiago Pereira ;22/05/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;7.92;27.03;;10.97;484;141.2;3;TRANSPARENTE;113053.85
Thiago Pereira ;22/05/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;8;27.03;;11.09;485;142.8;1;ESCURA;109531.17
Thiago Pereira ;22/05/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;7.94;27.03;;10.95;484;140.8;2;ESCURA;134219.88
Thiago Pereira ;22/05/2023;DANILO;ÁGUA;PERCURSO;Natural;-16.07513889;-57.57181389;3;ÁGUA;Natural;7.92;27.03;;10.97;484;141.2;3;ESCURA;117745.40
Thiago Pereira ;22/05/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.49;25.98;;11.38;442;242;1;TRANSPARENTE;8870.57
Thiago Pereira ;22/05/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.45;25.98;;11.4;442;142.6;2;TRANSPARENTE;12600.37
Thiago Pereira ;22/05/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.44;25.98;;11.64;442;145.5;3;TRANSPARENTE;9650.80
Thiago Pereira ;22/05/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.49;25.98;;11.38;442;242;1;ESCURA;9729.08
Thiago Pereira ;22/05/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.05816667;-57.57726389;4;ÁGUA;Natural;8.45;25.98;;11.4;442;142.6;2;ESCURA;7702.74
Thiago Pereira ;22/05/2023;PIRAPUTANGA ;ÁGUA;PERCURSO;Natural;-16.026025;-57.62518889;4;ÁGUA;Natural;8.44;25.98;;11.64;442;145.5;3;ESCURA;12592.33
Thiago Pereira ;22/05/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.52;25.76;;11.16;479;140;1;TRANSPARENTE;33834.10
Thiago Pereira ;22/05/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.39;25.79;;11.01;471;138.1;2;TRANSPARENTE;15567.57
Thiago Pereira ;22/05/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.35;25.86;;10.76;468;134.1;3;TRANSPARENTE;44709.85
Thiago Pereira ;22/05/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.52;25.76;;11.16;479;140;1;ESCURA;12826.92
Thiago Pereira ;22/05/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.39;25.79;;11.01;471;138.1;2;ESCURA;7740.59
Thiago Pereira ;22/05/2023;RIBEIRÃO ;ÁGUA;FOZ;Natural;-16.026025;-57.62518889;5;ÁGUA;Natural;8.35;25.86;;10.76;468;134.1;3;ESCURA;7027.95
Thiago Pereira ;15/08/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.09;24.45;;7.52;428;92.9;1;TRANSPARENTE;41763.85
Thiago Pereira ;15/08/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.09;24.42;;7.53;428;92.9;2;TRANSPARENTE;30289.12
Thiago Pereira ;15/08/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.1;24.44;;7.58;428;93.4;3;TRANSPARENTE;42118.56
Thiago Pereira ;15/08/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.09;24.45;;7.52;428;92.9;1;ESCURA;34865.64
Thiago Pereira ;15/08/2023;PONTA DO MORRO ;ÁGUA;NASCENTE;Natural;-16.13649722;-57.53737222;1;ÁGUA;Natural;8.09;24.42;;7.53;428;92.9;2;ESCURA;24125.32
